x1, y1, x2, y2, x3, y3
1.05068,0.358452
1.63063,0.4861
2.06514,0.577609
2.68371,0.634927
3.30977,0.58713
3.90291,0.619911
4.4536,0.647242
4.98888,0.653587
5.48231,0.664374
5.98595,0.560948
6.49927,0.643719
7.01406,0.634963
7.59386,0.686725
8.11694,0.754762
8.62262,1.00494
9.21754,1.09072
9.77162,1.27516
10.2818,1.47399
10.7563,1.61887
11.2758,1.64728
11.7363,1.6953
12.2214,1.90186
12.7232,1.95745
13.2296,2.24036
13.5765,2.62455
14.0126,2.79568
14.502,2.9562
14.9287,3.37814
15.355,3.73829
15.8069,3.83067
16.228,4.08199
16.6568,4.34636
17.0008,4.69533
17.3824,4.86162
17.7523,5.00218
18.0483,5.42879
18.3193,5.96178
18.5819,6.44145
18.8657,6.88609
19.0735,7.2646
19.3373,7.62194
19.5318,8.03835
19.7643,8.3713
19.9,8.89589
20.0039,9.37576
19.9697,10.2156
20.0415,10.6642
19.9908,11.4025
19.9212,11.9191
19.9827,12.3162
20.0186,12.6631
20.1946,12.8545
20.1439,13.309
20.1742,13.6217
20.0576,14.0843
20.0634,14.3517
19.9431,14.7453
19.8557,15.058
19.6264,15.5345
19.4552,15.9203
19.1176,16.4702
18.8749,16.8822
18.5932,17.2863
18.3637,17.5457
18.2029,17.8358
17.9222,18.092
17.4338,18.6186
16.8667,19.1439
16.6012,19.1755
16.2483,19.3887
15.4931,19.9793
15.0447,20.1636
14.4155,20.4939
13.9039,20.6919
13.5276,20.7175
13.0498,20.8541
12.287,21.1044
11.8885,21.1154
11.4246,21.0747
10.8477,21.033
10.0477,21.1521
9.58771,21.1167
9.09562,21.086
8.80974,20.9578
8.71097,20.6873
8.24967,20.5424
7.90103,20.3687
7.34608,20.2027
6.86951,20.0297
6.45248,19.8514
5.80533,19.6339
5.4989,19.3132
5.23786,19.0594
4.56855,18.8398
4.25411,18.5387
3.69853,18.2751
3.51541,17.9353
2.96411,17.6251
2.75592,17.2086
2.39375,16.8613
1.86499,16.4781
1.5356,16.1272
1.30564,15.6947
0.896614,15.3117
0.672134,14.9421
0.466177,14.481
0.0953814,13.9989
-0.12846,13.5196
-0.392051,13.0622
-0.70407,12.5823
-0.98256,12.1558
-1.27199,11.6791
-1.33962,11.2212
-1.46316,10.7601
-1.65483,10.2359
-1.76082,9.7845
-2.05597,9.27119
-2.13758,8.83786
-2.45851,8.29839
-2.46125,7.9196
-2.8131,7.40067
-2.88164,6.97184
-2.90435,6.55005
-3.19452,6.02763
-3.3804,5.50987
-3.51212,5.02764
-3.71443,4.49019
-3.90981,4.00132
-4.08341,3.59772
-4.32691,3.04647
-4.51918,2.52312
-4.70463,2.03729
-4.95635,1.49745
-5.1482,1.06583
-5.33206,0.41153
-4.6159,-14.612
-4.82795,-11.896
-5.06494,-11.3462
-5.79005,-10.7818
-7.03959,-10.0668
-8.2746,-9.23437
-9.22649,-8.35444
-9.8183,-7.55492
-10.2874,-6.91326
-10.636,-6.3111
-10.9076,-5.96328
-11.1276,-5.78758
-11.3484,-5.60768
-11.5418,-5.74681
-11.704,-5.82845
-11.9026,-6.15252
-12.2113,-6.35697
-12.401,-6.70677
-12.6436,-6.99337
-12.8159,-7.3953
-13.015,-7.72777
-13.2095,-8.07091
-13.4697,-8.39548
-13.7169,-8.66101
-14.0825,-8.89766
-14.3891,-9.04413
-14.7741,-9.25336
-15.0772,-9.5434
-15.4805,-9.79282
-15.9032,-9.90639
-16.4196,-9.85409
-16.7363,-9.97413
-17.0624,-10.3251
-17.6171,-10.2486
-18.1288,-10.1368
-18.5506,-10.1423
-19.0174,-10.0177
-19.5376,-9.80201
-20.1487,-9.34399
-20.5501,-9.38181
-21.0905,-9.12079
-21.5667,-8.93026
-22.0119,-8.53203
-22.4254,-8.23833
-22.7242,-8.20933
-23.0686,-8.09473
-23.4739,-7.72467
-23.8858,-7.31458
-24.2673,-6.8423
-24.5578,-6.71142
-24.8228,-6.37122
-25.1015,-5.86956
-25.3866,-5.5296
-25.5482,-5.55146
-25.8092,-5.08575
-26.0759,-4.71566
-26.2573,-4.29195
-26.3809,-3.76101
-26.4771,-3.4214
-26.6057,-2.75424
-26.6717,-2.13406
-26.6734,-1.8695
-26.7342,-1.51048
-26.7466,-0.862157
-25.7421,-39.8393
-24.6234,-26.3251
-21.158,-29.4377
-15.9713,-32.4789
-9.33963,-34.5179
-2.06273,-35.0528
5.12207,-34.0285
12.2426,-31.4775
18.5334,-27.3665
23.7736,-21.9904
27.5099,-15.6354
29.7299,-8.78581
30.3637,-1.80297
29.4663,5.0734
27.1107,11.3115
23.6622,16.5986
19.2308,20.7869
14.3366,23.7358
9.25784,25.5167
4.05337,26.3421
-0.853125,26.1505
-5.19352,25.1099
-8.80425,23.4582
-12.2215,21.3025
-14.8216,18.9704
-16.5298,16.7715
-18.0576,14.3516
-18.8874,12.2275
-19.3677,10.4721
-19.5889,9.15732
-19.6459,8.09162
-19.5676,7.48897
-19.43,7.04893
-19.094,7.0423
-18.7866,6.72987
-18.3452,7.02963
-17.8375,7.5272
-17.2116,8.04372
-16.4522,8.79769
-15.6208,9.38143
-14.643,9.98105
-13.7514,10.2156
-12.716,10.6874
-11.6231,11.2455
-10.8912,11.2814
-10.071,11.3712
-9.37231,11.3342
-8.47937,11.5379
-7.69355,11.5952
-7.11443,11.6222
